BVB_ID,player_name,player_country,podium%,gender,isBlack_Challenge,isBlack_Elite16,isBlack,partners_count,duration_median,height_imputed,current_age,games_points_metric
9157,Patrick Volosin,United States,0.0,M,False,False,False,9.0,41.5,75.096018735363,39.0,-0.30521732213338254
9164,Jeff Dudlik,United States,0.0,M,False,False,False,2.0,39.0,75.096018735363,37.0,-0.588778794946967
9165,Galen Gering,United States,0.0,M,False,False,False,1.0,49.0,75.096018735363,51.0,-0.588778794946967
9172,Markus Böckermann,Germany,0.09,M,False,False,False,8.0,40.0,78.0,36.0,2.776646970855507
9183,Konstantin Birlov,Russia,0.0,M,False,False,False,2.0,42.0,77.0,37.0,-0.5505054751336298
9184,Roberto Lustosa Pitta,Brazil,0.25,M,False,False,False,4.0,45.0,75.0,35.0,-0.2155599332774758
9188,Sergey Shindov,Kazakhstan,0.0,M,False,False,False,1.0,42.0,75.0,37.0,-0.5112805984861708
9189,Michal Provaznik,Czech Republic,0.0,M,False,False,False,2.0,46.0,74.0,47.0,-0.3888481843731855
9191,Matt Zbyszewski,Canada,0.14,M,False,False,False,3.0,48.0,76.0,41.0,-0.06167307405702452
9192,Dmitriy Yakovlev,Kazakhstan,0.02,M,False,False,False,5.0,38.0,75.0,34.0,0.8675141672600982
9193,Viktors Korzenevics,Latvia,0.0,M,False,False,False,1.0,32.5,80.0,36.0,-0.4854830407406505
9194,Tony Akers,United States,0.0,M,False,False,False,1.0,33.0,75.0,50.0,-0.6136247958583656
9195,Andrew Callicutt,United States,0.0,M,False,False,False,1.0,39.0,75.096018735363,32.0,-0.6145763526924872
9197,Matt Janas,United States,0.0,M,False,False,False,4.0,62.0,75.0,37.0,-0.3106619311695228
9199,Matt Mahoney,United States,0.0,M,False,False,False,1.0,32.0,75.096018735363,36.0,-0.6136247958583656
